Product_Reference;Attribute__Name_Type_Position__;Value__Value_Position__;Supplier_reference;Reference;Default__0___No__1___Yes_;EAN13;UPC;Wholesale_price;Quantity
RCB22311-PNKF;Taille:select:0,Color:color:1;Taille: 36C US = 95C FR, Couleur: Rose;RCB22311-PNKF36C;RCB22311-PNKF;;;;6.9;22
RCB24568-BLKR;Taille:select:0,Color:color:1;Taille: 34A US = 90A FR, Couleur: Rouge;RCB24568-BLKR34A;RCB24568-BLKR;;;;6.9;1
RCB24568-BLKR;Taille:select:0,Color:color:1;Taille: 36C US = 95C FR, Couleur: Rouge;RCB24568-BLKR36C;RCB24568-BLKR;;;;6.9;7
RCB24568-BLKR;Taille:select:0,Color:color:1;Taille: 36B US = 95B FR, Couleur: Rouge;RCB24568-BLKR36B;RCB24568-BLKR;;;;6.9;0
RCP194568-BLKR;Taille:select:0,Color:color:1;Taille: S, Couleur: Rouge;RCP194568-BLKRS;RCP194568-BLKR;;;;2.9;20
RCP194568-BLKR;Taille:select:0,Color:color:1;Taille: L, Couleur: Rouge;RCP194568-BLKRL;RCP194568-BLKR;;;;2.9;1
RCB25140-BRED;Taille:select:0,Color:color:1;Taille: 34A US = 90A FR, Couleur: Rouge;RCB25140-BRED34A;RCB25140-BRED;;;;6.9;2
RCB25140-BRED;Taille:select:0,Color:color:1;Taille: 36C US = 95C FR, Couleur: Rouge;RCB25140-BRED36C;RCB25140-BRED;;;;6.9;10
RCP125272-BLKR;Taille:select:0,Color:color:1;Taille: S, Couleur: Rouge;RCP125272-BLKRS;RCP125272-BLKR;;;;2.9;18
RCP125272-BLKR;Taille:select:0,Color:color:1;Taille: L, Couleur: Rouge;RCP125272-BLKRL;RCP125272-BLKR;;;;2.9;17
RCP183122-8589;Taille:select:0,Color:color:1;Taille: S, Couleur: Rouge;RCP183122-8589S;RCP183122-8589;;;;2.9;7
RCP183122-8589;Taille:select:0,Color:color:1;Taille: M, Couleur: Rouge;RCP183122-8589M;RCP183122-8589;;;;2.9;8
RCB25029-GRNP;Taille:select:0,Color:color:1;Taille: 34A US = 90A FR, Couleur: Vert;RCB25029-GRNP34A;RCB25029-GRNP;;;;6.9;4
RCB25029-GRNP;Taille:select:0,Color:color:1;Taille: 34C US = 90C FR, Couleur: Vert;RCB25029-GRNP34C;RCB25029-GRNP;;;;6.9;4
RCB25029-GRNP;Taille:select:0,Color:color:1;Taille: 36C US = 95C FR, Couleur: Vert;RCB25029-GRNP36C;RCB25029-GRNP;;;;6.9;6
RCB25029-GRNP;Taille:select:0,Color:color:1;Taille: 36B US = 95B FR, Couleur: Vert;RCB25029-GRNP36B;RCB25029-GRNP;;;;6.9;4
FESP2361PNK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rose;FESP2361PNKS;FESP2361PNK;;;849663043371;8.96;1
FESP2361PNK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Rose;FESP2361PNKL;FESP2361PNK;;;849663043395;8.96;1
FESP2305WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;FESP2305WHTS;FESP2305WHT;;;849663040318;7.84;1
FESP2305WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;FESP2305WHTM;FESP2305WHT;;;849663040325;7.84;1
FESP2305WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;FESP2305WHTXL;FESP2305WHT;;;849663040349;7.84;1
FESP2354PNK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rose;FESP2354PNKS;FESP2354PNK;;;849663043036;10.08;1
FESP2354PNK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rose;FESP2354PNKM;FESP2354PNK;;;849663043043;10.08;1
FESP2354PNK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Rose;FESP2354PNKL;FESP2354PNK;;;849663043050;10.08;1
FESP2306BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP2306BLKM;FESP2306BLK;;;849663040363;6.72;1
FESP2306BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;FESP2306BLKXL;FESP2306BLK;;;849663040387;6.72;1
FESP2306BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;FESP2306BLKL;FESP2306BLK;;;849663040370;6.72;2
FESP2352PRT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Imprimé;FESP2352PRTS;FESP2352PRT;;;849663042954;8.4;1
FESP2352PRT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Imprimé;FESP2352PRTM;FESP2352PRT;;;849663042961;8.4;1
FESP2352PRT;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Imprimé;FESP2352PRTL;FESP2352PRT;;;849663042978;8.4;0
FESP2274BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP2274BLKS;FESP2274BLK;;;849663017594;13.44;1
FESP2274BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP2274BLKM;FESP2274BLK;;;849663017600;13.44;1
FESP4294BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP4294BLKS;FESP4294BLK;;;849663043692;11.2;1
FESP8129PNK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Rose;FESP8129PNKSM;FESP8129PNK;;;849663047669;7.84;1
FESP4314BLU;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Bleu;FESP4314BLUS;FESP4314BLU;;;849663049052;11.2;1
FESP4314BLU;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Bleu;FESP4314BLUM;FESP4314BLU;;;849663049069;11.2;1
FESP4314BLU;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Bleu;FESP4314BLUXL;FESP4314BLU;;;849663049083;11.2;1
FESP4314BLU;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Bleu;FESP4314BLUL;FESP4314BLU;;;849663049076;11.2;1
FESP8041MAG;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Magenta;FESP8041MAGML;FESP8041MAG;;;843993040260;11.16;0
FESP8037BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;FESP8037BLKSM;FESP8037BLK;;;843993040116;10.4;0
FESP8037BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;FESP8037BLKML;FESP8037BLK;;;843993040123;10.4;2
FESP4353BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP4353BLKS;FESP4353BLK;;;849663046624;12.88;1
FESP6190COS;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Costume;FESP6190COSS;FESP6190COS;;;843993096021;19.16;1
FESP6113COS;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Costume;FESP6113COSL;FESP6113COS;;;843993048907;13.96;1
FESP4355BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP4355BLKS;FESP4355BLK;;;849663046785;20.72;1
FESP4355BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP4355BLKM;FESP4355BLK;;;849663046792;20.72;1
FESP4332BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;FESP4332BLKL;FESP4332BLK;;;849663045245;9.52;0
FESP4322RED;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rouge;FESP4322REDM;FESP4322RED;;;849663044873;11.72;1
FESP8097BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;FESP8097BLKSM;FESP8097BLK;;;849663013527;7.4;4
FESP8096BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;FESP8096BLKSM;FESP8096BLK;;;849663022925;7.28;0
FESP8096BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;FESP8096BLKML;FESP8096BLK;;;849663022932;7.28;0
FESP4347BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP4347BLKS;FESP4347BLK;;;849663046266;14.56;1
FESP4347BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;FESP4347BLKL;FESP4347BLK;;;849663046280;14.56;1
FESP2319WHT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Blanc;FESP2319WHTS;FESP2319WHT;;;849663041070;8.96;1
FESP2319WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;FESP2319WHTXL;FESP2319WHT;;;849663041100;8.96;1
FESP2319WHT;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Blanc;FESP2319WHTL;FESP2319WHT;;;849663041094;8.96;1
FESP2319WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;FESP2319WHTM;FESP2319WHT;;;849663041087;8.96;1
FESP4346BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP4346BLKS;FESP4346BLK;;;849663046228;14.56;1
FESP4346BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP4346BLKM;FESP4346BLK;;;849663046235;14.56;1
FESP4346BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;FESP4346BLKL;FESP4346BLK;;;849663046242;14.56;1
FESP2113HPK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rose flashy;FESP2113HPKS;FESP2113HPK;;;843993069575;8.96;1
FESP2113HPK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rose flashy;FESP2113HPKM;FESP2113HPK;;;843993069582;8.96;1
FESP2113HPK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Rose flashy;FESP2113HPKXL;FESP2113HPK;;;843993069605;8.96;1
FESP2113HPK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Rose flashy;FESP2113HPKL;FESP2113HPK;;;843993069599;8.96;1
FESP8149BLK;Taille:select:0,Color:color:1;Taille: S/M - 34/40, Couleur: Noir;FESP8149BLKSM;FESP8149BLK;;;849663048147;8.96;1
FESP8149BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;FESP8149BLKML;FESP8149BLK;;;849663048154;8.96;2
FESP2310BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP2310BLKS;FESP2310BLK;;;849663040592;8.4;1
FESP2310BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;FESP2310BLKL;FESP2310BLK;;;849663040615;8.4;1
FESP2310BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP2310BLKM;FESP2310BLK;;;849663040608;8.4;1
FESP2310BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;FESP2310BLKXL;FESP2310BLK;;;849663040622;8.4;1
FESP8108BLK;Taille:select:0,Color:color:1;Taille: M/L - 40/44, Couleur: Noir;FESP8108BLKML;FESP8108BLK;;;849663013671;8.8;1
FESP4344BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP4344BLKS;FESP4344BLK;;;849663046068;8.8;2
FESP4344BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;FESP4344BLKXL;FESP4344BLK;;;849663046099;8.8;1
FESP4344BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP4344BLKM;FESP4344BLK;;;849663046075;8.8;2
FESP4344BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;FESP4344BLKL;FESP4344BLK;;;849663046082;8.8;2
FESP2315GRN;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Vert;FESP2315GRNS;FESP2315GRN;;;849663040875;8.96;1
FESP2315GRN;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Vert;FESP2315GRNM;FESP2315GRN;;;849663040882;8.96;1
FESP2113WHT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Blanc;FESP2113WHTM;FESP2113WHT;;;843993042271;8.96;1
FESP2113WHT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Blanc;FESP2113WHTXL;FESP2113WHT;;;843993042295;8.96;1
FESP2113WHT;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Blanc;FESP2113WHTL;FESP2113WHT;;;843993042288;8.96;1
FESP2311BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP2311BLKS;FESP2311BLK;;;849663040639;7.84;1
FESP2311BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP2311BLKM;FESP2311BLK;;;849663040646;7.84;1
FESP4324BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP4324BLKS;FESP4324BLK;;;849663037929;12.88;1
FESP4324BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;FESP4324BLKXL;FESP4324BLK;;;849663037950;12.88;1
FESP4236GRN;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Vert;FESP4236GRNS;FESP4236GRN;;;849663018126;11.72;1
FESP4236GRN;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Vert;FESP4236GRNXL;FESP4236GRN;;;849663018157;11.72;1
FESP4298BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;FESP4298BLKXL;FESP4298BLK;;;849663043845;10.2;1
FESP2238BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP2238BLKS;FESP2238BLK;;;849663015774;8.4;1
FESP2238BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP2238BLKM;FESP2238BLK;;;849663015781;8.4;1
FESP2238BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;FESP2238BLKL;FESP2238BLK;;;849663015798;8.4;1
FESP4314RED;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rouge;FESP4314REDS;FESP4314RED;;;849663037769;11.2;0
FESP4314RED;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Rouge;FESP4314REDL;FESP4314RED;;;849663037783;11.2;1
FESP4314RED;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rouge;FESP4314REDM;FESP4314RED;;;849663037776;11.2;0
FESP2313NEO;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Néon ;FESP2313NEOS;FESP2313NEO;;;849663040752;8.4;1
FESP2313NEO;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Néon ;FESP2313NEOXL;FESP2313NEO;;;849663040783;8.4;1
FESP2313NEO;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Néon ;FESP2313NEOM;FESP2313NEO;;;849663040769;8.4;1
FESP2313NEO;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Néon ;FESP2313NEOL;FESP2313NEO;;;849663040776;8.4;1
FESP2296GOLD;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Dorée;FESP2296GOLDM;FESP2296GOLD;;;849663039756;10.08;1
FESP4313ORC;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Orchidée;FESP4313ORCXL;FESP4313ORC;;;849663044569;9.0;1
FESP2307PRT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Imprimé;FESP2307PRTS;FESP2307PRT;;;849663040394;7.84;1
FESP2307PRT;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Imprimé;FESP2307PRTL;FESP2307PRT;;;849663040417;7.84;1
FESP2307PRT;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Imprimé;FESP2307PRTXL;FESP2307PRT;;;849663040424;7.84;1
FESP2307PRT;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Imprimé;FESP2307PRTM;FESP2307PRT;;;849663040400;7.84;1
FESP2257BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP2257BLKS;FESP2257BLK;;;849663016955;10.64;1
FESP4307RED;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Rouge;FESP4307REDS;FESP4307RED;;;849663044293;15.12;1
FESP4307RED;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Rouge;FESP4307REDM;FESP4307RED;;;849663044309;15.12;1
FESP4307RED;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Rouge;FESP4307REDL;FESP4307RED;;;849663044316;15.12;1
FESP4322BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP4322BLKS;FESP4322BLK;;;849663044828;11.72;1
FESP2113BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FESP2113BLKS;FESP2113BLK;;;843993042226;8.96;1
FESP2113BLK;Taille:select:0,Color:color:1;Taille: L - 42/44, Couleur: Noir;FESP2113BLKL;FESP2113BLK;;;843993042240;8.96;0
FESP2113BLK;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Noir;FESP2113BLKXL;FESP2113BLK;;;843993042257;8.96;1
FESP2113BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP2113BLKM;FESP2113BLK;;;843993042233;8.96;1
FESP2328BLU;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Bleu;FESP2328BLUS;FESP2328BLU;;;849663041551;6.16;1
FESP2328BLU;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Bleu;FESP2328BLUM;FESP2328BLU;;;849663041568;6.16;1
FESP2328BLU;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Bleu;FESP2328BLUL;FESP2328BLU;;;849663041575;6.16;1
FESP2328BLU;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Bleu;FESP2328BLUXL;FESP2328BLU;;;849663041582;6.16;1
FESP4091BLU;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Bleu;FESP4091BLUS;FESP4091BLU;;;843993091620;10.64;1
FESP4091BLU;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Bleu;FESP4091BLUL;FESP4091BLU;;;843993091644;10.64;1
FESP4091BLU;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Bleu;FESP4091BLUM;FESP4091BLU;;;843993091637;10.64;1
FESP2305BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FESP2305BLKM;FESP2305BLK;;;849663040288;7.84;1
FESP2305BLK;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Noir;FESP2305BLKL;FESP2305BLK;;;849663040295;7.84;1
FLM92-58GRN;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Vert;FLM92-58GRNS;FLM92-58GRN;;;;3.04;3
FLM92-58GRN;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Vert;FLM92-58GRNM;FLM92-58GRN;;;;3.04;7
FLM92-58GRN;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Vert;FLM92-58GRNL;FLM92-58GRN;;;;3.04;1
FLM92-58GRN;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Vert;FLM92-58GRNXL;FLM92-58GRN;;;;3.04;3
FLM92-67GRN;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Vert;FLM92-67GRNS;FLM92-67GRN;;;;4.28;4
FLM92-67GRN;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Vert;FLM92-67GRNL;FLM92-67GRN;;;;4.28;3
FLM92-67GRN;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Vert;FLM92-67GRNM;FLM92-67GRN;;;;4.28;4
FLM92-67GRN;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Vert;FLM92-67GRNXL;FLM92-67GRN;;;;4.28;1
FLM69-81BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FLM69-81BLKS;FLM69-81BLK;;;;7.92;2
FLM5867JGL;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Jungle;FLM5867JGLS;FLM5867JGL;;;;6.68;8
FLM02-68BLK;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Noir;FLM02-68BLKS;FLM02-68BLK;;;;3.8;4
FLM02-68BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FLM02-68BLKM;FLM02-68BLK;;;;3.8;1
FLM92-61GRN;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Vert;FLM92-61GRNS;FLM92-61GRN;;;;3.36;2
FLM92-61GRN;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Vert;FLM92-61GRNM;FLM92-61GRN;;;;3.36;1
FLM92-61GRN;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Vert;FLM92-61GRNXL;FLM92-61GRN;;;;3.36;2
FLM92-61GRN;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Vert;FLM92-61GRNL;FLM92-61GRN;;;;3.36;1
FLM92-58YEL;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Jaune;FLM92-58YELS;FLM92-58YEL;;;;3.04;7
FLM92-58YEL;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Jaune;FLM92-58YELXL;FLM92-58YEL;;;;3.04;5
FLM92-58YEL;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Jaune;FLM92-58YEFLM;FLM92-58YEL;;;;3.04;5
FLM92-58YEL;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Jaune;FLM92-58YELL;FLM92-58YEL;;;;3.04;3
FLM92-57YEL;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Jaune;FLM92-57YELS;FLM92-57YEL;;;;2.56;4
FLM92-57GRN;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Vert;FLM92-57GRNS;FLM92-57GRN;;;;2.56;3
FLM92-57GRN;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Vert;FLM92-57GRNM;FLM92-57GRN;;;;2.56;3
FLM92-57GRN;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Vert;FLM92-57GRNL;FLM92-57GRN;;;;2.56;6
FLM30-69BLK;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Noir;FLM30-69BLKM;FLM30-69BLK;;;;4.76;2
FLM92-61YEL;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Jaune;FLM92-61YELS;FLM92-61YEL;;;;3.36;5
FLM92-61YEL;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Jaune;FLM92-61YELXL;FLM92-61YEL;;;;3.36;1
FLM92-61YEL;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Jaune;FLM92-61YEFLM;FLM92-61YEL;;;;3.36;4
FLM92-67YEL;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Jaune;FLM92-67YELS;FLM92-67YEL;;;;4.28;7
FLM92-67YEL;Taille:select:0,Color:color:1;Taille: M - 38/40, Couleur: Jaune;FLM92-67YEFLM;FLM92-67YEL;;;;4.28;4
FLM92-67YEL;Taille:select:0,Color:color:1;Taille: XL - 44/46, Couleur: Jaune;FLM92-67YELXL;FLM92-67YEL;;;;4.28;1
FLM92-67YEL;Taille:select:0,Color:color:1;Taille:  L - 42/44, Couleur: Jaune;FLM92-67YELL;FLM92-67YEL;;;;4.28;2
FLM7981PRT;Taille:select:0,Color:color:1;Taille: S - 34/36, Couleur: Imprimé;FLM7981PRTS;FLM7981PRT;;;;10.0;2
MH4722WHT;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Blanc;MH4722WHTOS;MH4722WHT;;;849450033943;4.0;1
ML1905BLK;Taille:select:0,Color:color:1;Couleur: Noir;ML1905BLKOS;ML1905BLK;;;849450021797;7.5;12
MH4119NUD;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Chair;MH4119NUDOS;MH4119NUD;;;849450039020;3.6;12
MH4125BKR;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir/Rouge;MH4125BKROS;MH4125BKR;;;849450003434;3.1;12
MH4125BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH4125BLKOS;MH4125BLK;;;849450003441;3.1;12
MH4722BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH4722BLKOS;MH4722BLK;;;849450027041;4.0;12
MH597WHT;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Blanc;MH597WHTOS;MH597WHT;;;849450004936;2.4;12
MH4830BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH4830BLKOS;MH4830BLK;;;849450054481;4.0;15
ML1380BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;ML1380BLKOS;ML1380BLK;;;471116801380;9.4;12
MH50022BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH50022BLKOS;MH50022BLK;;;849450031093;6.3;12
MH5752WHT;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Blanc;MH5752WHTOS;MH5752WHT;;;849450004561;4.0;12
ML6216REP;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Rouge/Rose;ML6216REPOS;ML6216REP;;;849450016465;7.8;9
ML25075BLK;Taille:select:0,Color:color:1;Couleur: Noir;ML25075BLKML;ML25075BLK;;;849450024019;13.9;6
MH953BLK ;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH953BLK OS;MH953BLK ;;;849450016373;4.7;1
MH4129BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH4129BLKOS;MH4129BLK;;;849450027683;6.3;12
MH4745NEG;Taille:select:0,Color:color:1;Couleur: Neon Vert;MH4745NEGOS;MH4745NEG;;;849450008019;2.3;12
MH4742WHB;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Blanc/Noir;MH4742WHBOS;MH4742WHB;;;849450016342;3.2;12
MH4622WHR;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Blanc/Rouge;MH4622WHROS;MH4622WHR;;;849450011880;4.7;12
MH4845BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH4845BLKOS;MH4845BLK;;;849450036128;4.3;6
MH4820BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH4820BLKOS;MH4820BLK;;;849450017783;6.7;12
MH4139BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH4139BLKOS;MH4139BLK;;;849450009214;5.9;12
MH901BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH901BLKOS;MH901BLK;;;849450001287;2.8;9
MH907BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH907BLKOS;MH907BLK;;;849450044390;4.7;12
MH933BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH933BLKOS;MH933BLK;;;849450009023;4.3;12
MH4240WHB;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Blanc/Noir;MH4240WHBOS;MH4240WHB;;;849450026570;4.7;12
ML154BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;ML154BLKOS;ML154BLK;;;849450003984;12.7;6
MH4891BLK;Taille:select:0,Color:color:1;Taille: TU - 34/40, Couleur: Noir;MH4891BLKOS;MH4891BLK;;;849450034896;6.3;6
